Generation	SPT	GA_BF	GA_AF	LBGA_BF	LBGA_AF	ALBGA_BF	ALBGA_AF
29	2.91771508110713	3.08871556188412	3.01528478491247	3.1143746964199	3.08140626268181	3.11201394410652	3.06176869740456
30	2.91771508110713	3.08871556188412	3.00579203567388	3.1143746964199	3.0826515827229	3.11201394410652	3.05832057444251
31	2.91771508110713	3.08871556188412	2.99959113922727	3.1143746964199	3.08248746180037	3.11201394410652	3.06101811215731
32	2.91771508110713	3.08871556188412	3.0104818339541	3.1143746964199	3.08091853676813	3.11201394410652	3.06254296820277
33	2.91771508110713	3.08871556188412	3.01647781185205	3.1143746964199	3.0810166119914	3.11201394410652	3.06421701076552
34	2.91771508110713	3.08871556188412	3.0301063117236	3.1143746964199	3.0814477530645	3.11201394410652	3.06444363027979
35	2.91771508110713	3.08871556188412	3.03263960014659	3.1143746964199	3.08162048266227	3.11201394410652	3.06447275993175
36	2.91771508110713	3.08871556188412	3.03305006490323	3.1143746964199	3.08119727937533	3.11201394410652	3.06517956972785
37	2.91771508110713	3.08871556188412	3.03352274349018	3.1143746964199	3.07606743200561	3.11201394410652	3.06445063632705
38	2.91771508110713	3.08871556188412	3.03380158688004	3.1143746964199	3.08051207262993	3.11201394410652	3.06418311588676
39	2.91771508110713	3.08871556188412	3.03310432331401	3.11526479750779	3.08494463375349	3.11201394410652	3.06601605091648
40	2.91771508110713	3.08871556188412	3.01211099820756	3.11526479750779	3.06873737642101	3.11201394410652	3.06479620520505
41	2.91771508110713	3.08871556188412	3.02284462646986	3.11526479750779	3.06352226113302	3.11201394410652	3.06473464477084
42	2.91771508110713	3.08871556188412	3.02781176619423	3.11526479750779	3.05752137053154	3.11201394410652	3.06337265092295
43	2.91771508110713	3.08871556188412	3.0309440358312	3.11526479750779	3.07163130783634	3.11201394410652	3.06293862642693
44	2.91771508110713	3.08871556188412	3.03120520762745	3.11526479750779	3.06953610322293	3.11201394410652	3.0646228512914
45	2.91771508110713	3.08871556188412	3.03324634169876	3.11723818416586	3.06870517427227	3.11201394410652	3.06054864352016
46	2.91771508110713	3.08871556188412	3.03157116743638	3.11723818416586	3.0693981722422	3.11201394410652	3.06511554063354
47	2.91771508110713	3.08871556188412	3.0321065369602	3.11723818416586	3.06978745328592	3.11201394410652	3.065630591188
48	2.91771508110713	3.08871556188412	3.02728468114607	3.11723818416586	3.06813093604237	3.11201394410652	3.06670679329799
49	2.91771508110713	3.08871556188412	3.01660883885055	3.11759481850021	3.08804594228089	3.11201394410652	3.06701066691067
50	2.91771508110713	3.08871556188412	3.01137331679564	3.11759481850021	3.0860958124882	3.11201394410652	3.0663914799944
51	2.91771508110713	3.08871556188412	3.00850945971133	3.11759481850021	3.08810773069981	3.11201394410652	3.06716209122318
52	2.91771508110713	3.08871556188412	3.00781037498392	3.11759481850021	3.09079637764181	3.11201394410652	3.06796609828487
53	2.91771508110713	3.08871556188412	3.00811357860522	3.11759481850021	3.09148118246983	3.11201394410652	3.06734577397741
54	2.91771508110713	3.08871556188412	3.00765097455507	3.11759481850021	3.09150405437542	3.11201394410652	3.06717415834888
55	2.91771508110713	3.08871556188412	3.00758922851191	3.1201248049922	3.09502941977079	3.11201394410652	3.06697350660275
56	2.91771508110713	3.08871556188412	2.99641338428598	3.1201248049922	3.09364506665654	3.11201394410652	3.08024558060259
57	2.91771508110713	3.08871556188412	2.99131494308704	3.1201248049922	3.09433154795951	3.11201394410652	3.08500988622211
58	2.91771508110713	3.08871556188412	2.98810884937075	3.1201248049922	3.09580642956697	3.11201394410652	3.06173552386728
59	2.91771508110713	3.08871556188412	2.98556831131902	3.1201248049922	3.09517050666709	3.11201394410652	3.07737725744308
60	2.91771508110713	3.08871556188412	2.98514047405059	3.1201248049922	3.09452794330949	3.11201394410652	3.08506971410605
61	2.91771508110713	3.08871556188412	2.98449540470711	3.1201248049922	3.09443933244445	3.11201394410652	3.08933869123363
62	2.91771508110713	3.08871556188412	2.98511952632182	3.1201248049922	3.09319489173315	3.11201394410652	3.0907674482594
63	2.91771508110713	3.08871556188412	2.95222313747614	3.1201248049922	3.09228881104716	3.11201394410652	3.09171146949511
64	2.91771508110713	3.08871556188412	2.95124166016383	3.1201248049922	3.09297384440548	3.11201394410652	3.09136777357062
65	2.91771508110713	3.08871556188412	2.96759633715261	3.1201248049922	3.07728191000409	3.11201394410652	3.09130557632782
66	2.91771508110713	3.08871556188412	2.97800538506614	3.1201248049922	3.08680566428	3.11201394410652	3.09055238235408
67	2.91771508110713	3.08871556188412	2.97639665423684	3.1201248049922	3.0781175301591	3.11201394410652	3.09078423893823
68	2.91771508110713	3.08871556188412	2.97444708876283	3.1201248049922	3.07947956770246	3.11201394410652	3.08982623515345
69	2.91771508110713	3.08871556188412	2.95721174271619	3.1201248049922	3.08535814972426	3.11325833903383	3.09097239137011
70	2.91771508110713	3.08871556188412	2.95421087668311	3.1201248049922	3.09216870973508	3.11325833903383	3.09238924780273
71	2.91771508110713	3.08871556188412	2.97436859642728	3.1201248049922	3.09138744093649	3.11325833903383	3.09120436973031
72	2.91771508110713	3.08871556188412	2.96231272897444	3.1201248049922	3.0926299942792	3.11325833903383	3.08916147989412
73	2.91771508110713	3.08871556188412	2.95623887961326	3.1201248049922	3.09304134568922	3.11325833903383	3.08836508523947
74	2.91771508110713	3.08871556188412	2.9475129574443	3.1201248049922	3.09279554310698	3.11325833903383	3.09065167139057
75	2.91771508110713	3.08871556188412	2.94692738190866	3.1201248049922	3.09379662306627	3.11325833903383	3.08867089241485
76	2.91771508110713	3.08871556188412	2.94724758548022	3.1201248049922	3.07549026655321	3.11325833903383	3.08968004117261
77	2.91771508110713	3.08871556188412	2.98101161076232	3.12189421647615	3.08651054368916	3.11325833903383	3.09105731157793
78	2.91771508110713	3.08871556188412	2.96279547542966	3.12189421647615	3.09308642596245	3.11325833903383	3.09173833139631
79	2.91771508110713	3.08871556188412	2.95791891044239	3.12189421647615	3.09314503700234	3.11325833903383	3.09142836855612
80	2.91771508110713	3.08871556188412	2.95737563984631	3.12189421647615	3.0936748450752	3.11325833903383	3.09283560935738
81	2.91771508110713	3.08871556188412	2.95507965221402	3.12189421647615	3.09394267497727	3.11325833903383	3.09043325779605
82	2.91771508110713	3.08871556188412	2.95334378082837	3.12189421647615	3.09483766790105	3.11325833903383	3.08090721349267
83	2.91771508110713	3.08871556188412	2.95319349668444	3.12189421647615	3.09448186792917	3.11325833903383	3.08875195991766
84	2.91771508110713	3.08871556188412	2.94487367387546	3.12189421647615	3.08769321402477	3.11325833903383	3.09005074638302
85	2.91771508110713	3.08871556188412	2.95137328583047	3.12189421647615	3.09023260186659	3.1194104600415	3.09222473478752
86	2.91771508110713	3.08871556188412	2.98469823366115	3.12189421647615	3.09452739464487	3.1194104600415	3.09029960729845
87	2.91771508110713	3.08871556188412	2.96945004817996	3.12189421647615	3.09416663698969	3.1194104600415	3.09024769276849
88	2.91771508110713	3.08871556188412	2.99416158467941	3.12189421647615	3.08185821011139	3.1194104600415	3.09051615457344
89	2.91771508110713	3.10553697298468	3.01522575177281	3.12189421647615	3.08289022480879	3.1194104600415	3.08862181044456
90	2.91771508110713	3.10553697298468	2.97871035595443	3.12189421647615	3.07586358044729	3.1194104600415	3.09131648559022
91	2.91771508110713	3.10553697298468	2.95282319333094	3.12189421647615	3.07665992808555	3.1194104600415	3.0923631658207
92	2.91771508110713	3.10553697298468	2.94210236388662	3.12189421647615	3.07643221829016	3.1194104600415	3.0895230245703
93	2.91771508110713	3.10553697298468	3.00076337928718	3.12189421647615	3.07485450414767	3.1194104600415	3.08884873632884
94	2.91771508110713	3.10553697298468	3.0183538452359	3.12189421647615	3.05918288368361	3.1194104600415	3.09463081384644
95	2.91771508110713	3.10553697298468	2.99507990355566	3.12189421647615	3.07350753868559	3.1194104600415	3.09055506656415
96	2.91771508110713	3.10553697298468	2.99147916244695	3.12189421647615	3.07802360712979	3.1194104600415	3.09227509960521
97	2.91771508110713	3.10553697298468	2.98093015035601	3.12189421647615	3.07952046917329	3.1194104600415	3.09089981060835
98	2.91771508110713	3.10553697298468	2.97406989495549	3.12189421647615	3.07915922547283	3.1194104600415	3.09208108394905
99	2.91771508110713	3.10553697298468	2.96979881789029	3.12189421647615	3.07966986174209	3.1194104600415	3.09532845402522
100	2.91771508110713	3.10553697298468	2.97431792680755	3.12189421647615	3.08687083281705	3.12441327674992	3.09641651156079
101	2.91771508110713	3.10553697298468	2.97278638597284	3.12189421647615	3.08880478991557	3.12441327674992	3.08220337891517
102	2.91771508110713	3.10553697298468	2.97257925900652	3.12189421647615	3.0898839918777	3.12441327674992	3.07878034294088
103	2.91771508110713	3.10553697298468	2.97353924554756	3.12189421647615	3.07000912159274	3.12441327674992	3.08332509300645
104	2.91771508110713	3.10553697298468	2.97236963681505	3.12189421647615	3.08060804890316	3.12441327674992	3.08696454482716
105	2.91771508110713	3.10553697298468	2.97254115913388	3.12189421647615	3.08459460476794	3.12441327674992	3.08847590460464
106	2.91771508110713	3.10553697298468	2.98107202401227	3.12189421647615	3.06895245692537	3.12441327674992	3.09136762776127
107	2.91771508110713	3.10553697298468	2.98867117367909	3.12189421647615	3.06821276212663	3.12441327674992	3.09268655220399
108	2.91771508110713	3.10553697298468	2.99023010298742	3.12189421647615	3.08083631582977	3.12441327674992	3.09300017116859
109	2.91771508110713	3.10553697298468	2.9910066383171	3.12189421647615	3.08080221702507	3.12441327674992	3.09055136315556
110	2.91771508110713	3.10553697298468	2.99182429308921	3.12189421647615	3.05896599779244	3.12441327674992	3.09224840191018
111	2.91771508110713	3.10553697298468	2.99164708412836	3.12189421647615	3.0542459203161	3.12441327674992	3.09311932809283
112	2.91771508110713	3.10553697298468	2.99386094174542	3.12189421647615	3.04958811486601	3.12441327674992	3.09278299777464
113	2.91771508110713	3.10553697298468	2.99448678713553	3.12189421647615	3.03534057787689	3.12441327674992	3.09290648451738
114	2.91771508110713	3.10553697298468	2.99318056114022	3.12189421647615	3.04707844265426	3.12441327674992	3.08851696027394
115	2.91771508110713	3.10553697298468	2.99356653681893	3.12189421647615	3.03403101152759	3.12441327674992	3.08798737324553
116	2.91771508110713	3.10553697298468	2.99243598981298	3.12189421647615	3.03085981898307	3.12441327674992	3.08966010340577
117	2.91771508110713	3.10553697298468	3.0072611949084	3.12189421647615	3.041095768503	3.12441327674992	3.08967709197382
118	2.91771508110713	3.10553697298468	3.00887486539976	3.12189421647615	3.06153426795658	3.12441327674992	3.09149196621288
119	2.91771508110713	3.10553697298468	3.00930841600048	3.12189421647615	3.07089198687232	3.12441327674992	3.0879621729398
120	2.91771508110713	3.1097233059497	3.01083494840756	3.12189421647615	3.07111988251153	3.12441327674992	3.08813935772743
121	2.91771508110713	3.1097233059497	3.03077168752745	3.12189421647615	3.07705961545898	3.12441327674992	3.08588479648924
122	2.91771508110713	3.1097233059497	3.04388844556649	3.12189421647615	3.07666065711759	3.12441327674992	3.08517395214055
123	2.91771508110713	3.1097233059497	3.04912114201785	3.12189421647615	3.07799868790163	3.12441327674992	3.08603820014415
124	2.91771508110713	3.1097233059497	3.0511803853537	3.12189421647615	3.07743016998463	3.12441327674992	3.08488645962586
125	2.91771508110713	3.1097233059497	3.04829518767263	3.12189421647615	3.07866787592934	3.12441327674992	3.08217379143901
126	2.91771508110713	3.1097233059497	3.05048757724809	3.12189421647615	3.0762311239901	3.12441327674992	3.08585194330211
127	2.91771508110713	3.1097233059497	3.05022177157308	3.12189421647615	3.07711321432716	3.12441327674992	3.08528489946655
128	2.91771508110713	3.1097233059497	3.05144379686701	3.12189421647615	3.0770382032624	3.12441327674992	3.08449458236082
129	2.91771508110713	3.1097233059497	3.04169104967131	3.12189421647615	3.0503958014073	3.12441327674992	3.08486389680109
130	2.91771508110713	3.1097233059497	3.04874443048003	3.12189421647615	3.0457380886153	3.12441327674992	3.0780224234366
131	2.91771508110713	3.1097233059497	3.0469587098913	3.12189421647615	3.03711118523683	3.12441327674992	3.0809343729441
132	2.91771508110713	3.1097233059497	3.0497096915529	3.12189421647615	3.03581800343125	3.12441327674992	3.07478917049638
133	2.91771508110713	3.1097233059497	3.04154285524803	3.12189421647615	3.02821519171056	3.12441327674992	3.07037867279221
134	2.91771508110713	3.1097233059497	3.03629112085177	3.12189421647615	3.02281624777824	3.12441327674992	3.06558565887014
135	2.91771508110713	3.1097233059497	3.03258557378466	3.12189421647615	3.03315273078038	3.12441327674992	3.06605574889712
136	2.91771508110713	3.11019358815045	3.03189219701274	3.12189421647615	3.02811409962241	3.12441327674992	3.06211466861471
137	2.91771508110713	3.11019358815045	3.02657816974755	3.12189421647615	3.03731990911522	3.12441327674992	3.06143171056978
138	2.91771508110713	3.11019358815045	3.02770412613064	3.12189421647615	3.05510318203776	3.12441327674992	3.06208112021546
139	2.91771508110713	3.11019358815045	3.02821035228967	3.12189421647615	3.04538798851094	3.12441327674992	3.06315814987015
140	2.91771508110713	3.11019358815045	3.02605162099747	3.12189421647615	3.05699205756989	3.12441327674992	3.06320816936432
141	2.91771508110713	3.11019358815045	3.02574285984737	3.12189421647615	3.06334129148906	3.12441327674992	3.06573276417009
142	2.91771508110713	3.11019358815045	3.0378984666261	3.12189421647615	3.06591720152978	3.12441327674992	3.06416880818768
143	2.91771508110713	3.11019358815045	3.04088599995351	3.12189421647615	3.06595466171579	3.12441327674992	3.07448085399194
144	2.91771508110713	3.11019358815045	3.03741142361019	3.12189421647615	3.0657230595193	3.12441327674992	3.07733034717321
145	2.91771508110713	3.11019358815045	3.03073666568255	3.12189421647615	3.08277598587131	3.12441327674992	3.06982729980895
146	2.91771508110713	3.11019358815045	3.03854349495479	3.12189421647615	3.08827086418059	3.12441327674992	3.06668722360185
147	2.91771508110713	3.11019358815045	2.99793126220162	3.12189421647615	3.09080123535975	3.12441327674992	3.06165396855518
148	2.91771508110713	3.11019358815045	3.02993478746719	3.12189421647615	3.09000838283965	3.12441327674992	3.07418618344747
149	2.91771508110713	3.11019358815045	3.04427967754119	3.12189421647615	3.07540842786262	3.12441327674992	3.07007919708997
150	2.91771508110713	3.11019358815045	3.04829933410984	3.12189421647615	3.07713736280513	3.12441327674992	3.0629148885103
151	2.91771508110713	3.11019358815045	3.04578454791882	3.12189421647615	3.08226999942359	3.12441327674992	3.06306484877776
152	2.91771508110713	3.11019358815045	3.02117795097606	3.12189421647615	3.06217902046457	3.12441327674992	3.08118762831081
153	2.91771508110713	3.11019358815045	3.01544212861772	3.12189421647615	3.08061886976122	3.12441327674992	3.08394633172671
154	2.91771508110713	3.11019358815045	2.98709322216871	3.12189421647615	3.08677249409253	3.12441327674992	3.08725477814293
155	2.91771508110713	3.11019358815045	3.00034462418678	3.12189421647615	3.08896063134033	3.12441327674992	3.088154845854
156	2.91771508110713	3.11019358815045	3.01110899354814	3.12189421647615	3.08993210852056	3.12441327674992	3.08852372838469
157	2.91771508110713	3.11019358815045	3.00448168397851	3.12189421647615	3.0900083658608	3.12441327674992	3.08832811390855
158	2.91771508110713	3.11019358815045	3.00448417047693	3.12189421647615	3.08938281965681	3.12441327674992	3.08741046072652
159	2.91771508110713	3.11019358815045	3.00136340124166	3.12189421647615	3.09148176061231	3.12441327674992	3.0872876149265
160	2.91771508110713	3.11019358815045	3.00735287430144	3.12189421647615	3.09126202925574	3.12441327674992	3.0926312538527
161	2.91771508110713	3.11019358815045	3.01441766790364	3.12189421647615	3.09098374756522	3.12441327674992	3.10053756942259
162	2.91771508110713	3.11019358815045	3.01584265374961	3.12189421647615	3.08999698544302	3.12441327674992	3.07799358090686
163	2.91771508110713	3.11019358815045	3.01812797669793	3.12189421647615	3.09121603388367	3.12441327674992	3.08447390776859
164	2.91771508110713	3.11019358815045	3.01629140704791	3.12189421647615	3.09171389091881	3.12441327674992	3.09129587764467
165	2.91771508110713	3.11019358815045	3.01505932494791	3.12189421647615	3.09281154733255	3.12441327674992	3.09501998302019
166	2.91771508110713	3.11019358815045	3.01196469006284	3.12189421647615	3.09193086192104	3.12441327674992	3.09235276268136
167	2.91771508110713	3.11019358815045	3.01112975607545	3.12189421647615	3.08920417387142	3.12441327674992	3.10452217918767
168	2.91771508110713	3.11019358815045	3.01089785833631	3.12189421647615	3.07835542962288	3.12441327674992	3.09538158594909
169	2.91771508110713	3.11019358815045	3.00709941228186	3.12189421647615	3.07321978484142	3.12441327674992	3.07368801179564
170	2.91771508110713	3.11019358815045	3.00479716069188	3.12189421647615	3.06177360191514	3.12441327674992	3.06915633545227
171	2.91771508110713	3.11019358815045	3.01508756356273	3.12189421647615	3.05908832479289	3.12441327674992	3.09342007765499
172	2.91771508110713	3.11019358815045	3.01734303398318	3.12189421647615	3.0600568434108	3.12441327674992	3.10405779086864
173	2.91771508110713	3.11019358815045	3.00761044239753	3.12189421647615	3.07228662406947	3.12441327674992	3.10649799600286
174	2.91771508110713	3.11019358815045	3.00384309130605	3.12189421647615	3.06384894992934	3.12441327674992	3.10757356529587
175	2.91771508110713	3.11019358815045	3.00366708607335	3.12189421647615	3.05847547701999	3.12441327674992	3.10884291385189
176	2.91771508110713	3.11019358815045	3.00143708400165	3.12189421647615	3.05587942191793	3.12441327674992	3.10846689939942
177	2.91771508110713	3.11019358815045	3.00232200646023	3.12189421647615	3.05501901772872	3.12441327674992	3.08579430498989
178	2.91771508110713	3.11019358815045	3.00086011998792	3.12189421647615	3.0572620816092	3.12441327674992	3.07223953380766
179	2.91771508110713	3.11019358815045	3.00163009637215	3.12189421647615	3.05235936333596	3.12441327674992	3.05678510883993
180	2.91771508110713	3.11019358815045	3.00302015487964	3.12189421647615	3.05247581313501	3.12441327674992	3.07171725518164
181	2.91771508110713	3.11019358815045	3.00440415736514	3.12189421647615	3.05324279525653	3.12441327674992	3.05615456092324
182	2.91771508110713	3.11019358815045	3.00111458933132	3.12189421647615	3.05590236242433	3.12441327674992	3.0517735243914
183	2.91771508110713	3.11019358815045	3.0026070810631	3.12189421647615	3.0573949512969	3.12441327674992	3.04628949440562
184	2.91771508110713	3.11019358815045	3.00307364102991	3.12189421647615	3.07076652196049	3.12441327674992	3.045334267375
185	2.91771508110713	3.11019358815045	3.02091148365364	3.12189421647615	3.06422517154211	3.12441327674992	3.04476543013536
186	2.91771508110713	3.11019358815045	3.00543136332022	3.12189421647615	3.06451363140948	3.12441327674992	3.05211469136918
187	2.91771508110713	3.11019358815045	2.99938850017666	3.12189421647615	3.07875897822748	3.12441327674992	3.06336418367492
188	2.91771508110713	3.11019358815045	3.01891533806878	3.12189421647615	3.0823648646824	3.12441327674992	3.06315989105767
189	2.91771508110713	3.11019358815045	3.01524296426618	3.12189421647615	3.08154630501567	3.12441327674992	3.04639950936225
190	2.91771508110713	3.11019358815045	3.03369033282234	3.12189421647615	3.08058119033428	3.12441327674992	3.04928535844309
191	2.91771508110713	3.11019358815045	3.03859299366876	3.12189421647615	3.08207358383274	3.12441327674992	3.06817319792483
192	2.91771508110713	3.11019358815045	3.04095803227463	3.12189421647615	3.08240393758959	3.12441327674992	3.06656327419789
193	2.91771508110713	3.11019358815045	3.04099031290474	3.12189421647615	3.08366826117318	3.12441327674992	3.0769034024344
194	2.91771508110713	3.11019358815045	3.04636823410338	3.12189421647615	3.07265126400443	3.12441327674992	3.06625426325114
195	2.91771508110713	3.11019358815045	3.04911883805175	3.12189421647615	3.07569559139234	3.12441327674992	3.07217516332625
196	2.91771508110713	3.11019358815045	3.05104874049005	3.12189421647615	3.07681369512708	3.12441327674992	3.0667469669648
197	2.91771508110713	3.11019358815045	3.04789907478664	3.12189421647615	3.07697714516605	3.12441327674992	3.07635213895362
198	2.91771508110713	3.11867859585073	3.05079898798743	3.12189421647615	3.07953107812961	3.12441327674992	3.07914189637395
199	2.91771508110713	3.11867859585073	3.04972097528502	3.12189421647615	3.08100375304482	3.12441327674992	3.08088715411655
200	2.91771508110713	3.11867859585073	3.04891514910689	3.12189421647615	3.08209467533884	3.12441327674992	3.08140485500517
